food_name,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,cholesterol_mg,calcium_mg,ingredients,Meal Type,Cluster,Breakfast,Lunch,Dinner,Bevrage,Curry,Snack,chutney
Pav bhaji(1 plate),964.64,230.47,29.15,9.13,10.96,1.48,24.3,0,588.91,"Bread, potatoes, vegetables, spices",veg,3,0,0,0,0,0,1,0
Green chutney(1 cup),332.29,79.42,10.01,5.42,1.6,0.92,5.84,0,112.74,"Mint, coriander, green chilies, lemon",veg,1,0,0,0,0,0,0,1
Sago khitchdi(1 plate),785.65,187.16,22.41,2.72,10.1,1.03,1.82,12.24,15.13,"Sago, potatoes, peanuts, spices",veg,1,1,0,0,0,0,0,0
Gram flour chilla(1 piece),575.24,135.93,21.03,7.8,2.85,1.87,4.25,0,28.38,"Gram flour, vegetables, spices",veg,1,1,0,0,0,0,0,0
Vegetable namkeen jave(1 piece),468.29,112.23,18.98,2.93,2.51,1.04,2.86,3.41,10.32,"Vermicelli, vegetables, spices",veg,1,0,0,0,0,0,1,0
Khakhra(1 piece),743.92,178.5,27.66,4.78,5.32,0.88,5.43,0,21.27,"Wheat flour, oil, spices",veg,1,0,0,0,0,0,1,0
Moong bean dosa (1 piece),1190.04,285.96,31.91,12.32,11.67,2.9,6.04,17.86,36.44,"Moong beans, rice, spices",veg,1,1,0,0,0,0,0,0
Methi thepla(1 piece),1442.66,346.16,41.34,8.98,15.95,2.98,7.56,1.85,73.51,"Fenugreek leaves, wheat flour, spices",veg,0,1,0,0,0,0,0,0
Rice puttu (Ari puttu)(1 piece),342.97,81.98,11.82,1.26,3.13,0.33,0.76,0,4.96,"Rice flour, grated coconut, water",veg,1,1,0,0,0,0,0,0
Buckwheat pancake (1 piece),1090.92,263.3,27.28,2.91,16.43,0.64,0.56,41.31,11.32,"Buckwheat, water, spices",veg,1,1,0,0,0,0,0,0
Quinoa khichdi(1 bowl),267.19,64.01,8.83,3.18,1.59,0.69,2.58,2.61,24.59,"Quinoa, lentils, vegetables, spices",veg,1,1,0,0,0,0,0,0
Khakhra chaat(1 plate),1484.32,358.66,16.64,4.52,30.65,3.26,3.04,0.06,24.49,"Khakhra, yogurt, chutneys, spices",veg,1,0,0,0,0,0,1,0
Banana appam(3 pieces),1938.6,469.81,20.06,1.17,42.53,9.95,0.67,0,13.74,"Banana, rice flour, jaggery",veg,2,0,0,0,0,0,1,0
Veg manchurian(1 plate),2411.09,585.64,6.82,0.89,61.65,0.76,1.16,0,16.79,"Vegetables, flour, soy sauce, spices",veg,2,0,0,0,0,0,1,0
Pav bhaji(1 plate),401.63,96.53,11.99,2.66,4.32,2.06,1.98,8.91,24.86,"Bread, potatoes, vegetables, spices",veg,1,0,0,0,0,0,1,0
Rice murukku(1 plate),2454.31,593.99,33.29,5.41,48.22,0.17,2.18,5.32,24.63,"Rice flour, butter, spices",veg,2,0,0,0,0,0,1,0
Bhel puri (1 plate),2104.69,509.89,16.47,3.52,47.91,3.41,2.24,0,24.22,"Puffed rice, vegetables, chutneys, spices",veg,2,0,0,0,0,0,1,0
Semolina dhokla (1 plate),814.09,194.91,30.86,5.44,5.2,1.85,5.12,0,31.17,"Semolina, yogurt, spices",veg,1,1,0,0,0,0,0,0
Spicy corn chaat (1 plate),1982.01,479.8,11.45,4.61,46.55,0.95,2.17,3.89,17.28,"Corn, onions, spices, lemon",veg,2,0,0,0,0,0,1,0
Jackfruit fritters (1 plate),2467.55,597.79,24,2.34,54.41,11.48,1.5,0,24.62,"Jackfruit, flour, spices",veg,2,0,0,0,0,0,1,0
Banana chips (1 plate),2739.08,665.67,7.32,0.37,70.46,4.37,0.65,0,2.01,"Banana, oil, salt",veg,2,0,0,0,0,0,1,0
Wheat cake(1 piece),1314.9,314.63,41.13,4.79,14.95,25.79,2.76,40.13,98.91,"Wheat flour, sugar, butter",veg,0,0,0,0,1,0,0,0
Mango cheesecake(1 piece),518.58,152.46,20.06,2.39,7.3,15.36,1.14,16.9,55.1,"Mango, cream cheese, sugar, biscuits",veg,1,0,0,0,1,0,0,0
Carrot cake(1 piece),1070.74,255.59,35.98,5.6,10.27,23.96,2.93,11.61,156.1,"Carrots, flour, sugar, butter",veg,0,0,0,0,1,0,0,0
Semolina cake (1 piece),1564.42,374.14,31.32,6.58,25.18,18.86,5.37,27.06,128.28,"Semolina, sugar, butter",veg,0,0,0,0,1,0,0,0
Finger millet cake (1 piece),1169.77,279.46,38.93,3.96,12.27,24.76,2.35,25.2,118.38,"Ragi flour, sugar, butter",veg,0,0,0,0,1,0,0,0
Honey cake(1 piece),1395.88,333.59,49.04,3.08,14.7,33.43,0.51,1.54,50.86,"Flour, honey, butter",veg,0,0,0,0,1,0,0,0
Almond cardamom cake(1 piece),1488.45,356.35,34.53,7.18,21.36,18.06,2.35,74.32,81.29,"Almonds, flour, cardamom, sugar",veg,0,0,0,0,1,0,0,0
Tutti frutti cake(1 piece),1454.1,347.72,52.94,4.49,12.68,28.08,0.85,2.46,61.41,"Tutti frutti, flour, sugar, butter",veg,0,0,0,0,1,0,0,0
Ham and Bean soup(1 bowl),401.91,96.04,4.18,10.61,4.15,1.43,0.54,25.92,20.52,"Ham, beans, vegetables, spices",non veg,1,1,0,0,0,0,0,0
Whey soup(1 bowl),287.4,68.91,6.26,3.45,3.34,5.87,0.84,0.83,164.92,"Whey, vegetables, spices",veg,1,1,0,0,0,0,0,0
Bottle gourd soup (1 bowl),95.36,23.05,1.16,0.45,1.79,0.39,0.96,0.72,15.14,"Bottle gourd, spices, cream",veg,1,1,0,0,0,0,0,0
Baked potato soup(1 bowl),611.18,147.05,5.85,5.73,11.21,3.44,0.3,26.31,106.56,"Potatoes, cream, spices",veg,1,1,0,0,0,0,0,0
Pumpkin soup(1 bowl),165.55,40.05,2.08,0.47,3.2,1.47,1.19,0.86,12.17,"Pumpkin, cream, spices",veg,1,1,0,0,0,0,0,0
Sweet corn soup(1 bowl),135.27,32.25,3.56,0.99,1.63,0.9,0.31,0,3.72,"Corn, cream, spices",veg,1,1,0,0,0,0,0,0
Paneer soup(1 bowl),200.03,47.85,2.42,3.22,2.8,1.98,0.28,0,82.76,"Paneer, vegetables, spices",veg,1,1,0,0,0,0,0,0
Curried Cauliflower soup(1 bowl),155.5,37.32,3.12,6.72,9.77,1.79,2.34,4.77,37.25,"Cauliflower, spices, cream",veg,1,1,0,0,0,0,0,0
Millet soup(1 bowl),234.39,55.99,8.22,11.26,12.57,1.45,2.82,1.45,65.21,"Millet, vegetables, spices",veg,1,1,0,0,0,0,0,0
Lemon coriander soup(1 bowl),450.32,108.06,10.32,2.27,6.26,2.2,6.77,0,102.57,"Lemon, coriander, vegetables",veg,1,1,0,0,0,0,0,0
Garlic soup(1 bowl),805.19,194.86,6.99,2.38,17.62,2.39,1.66,22.92,60.55,"Garlic, cream, spices",veg,1,1,0,0,0,0,0,0
Dal makhani(1 bowl),291.37,74.04,7.96,3.32,3.06,0.8,2.27,7.25,20.62,"Black lentils, cream, butter, spices",veg,1,0,0,0,0,1,0,0
Dalma(1 bowl),500.97,118.93,15.04,4.91,4.58,3.1,2.16,0,54.28,"Lentils, vegetables, spices",veg,1,0,0,0,0,1,0,0
Split bengal gram dal(1 bowl),415.08,99.67,9.99,4.15,4.62,0.98,3.72,8.53,21.99,"Bengal gram, spices",veg,1,0,0,0,0,1,0,0
Horsegram dal (1 bowl),232.25,55.65,8.21,2.91,1.13,0.72,1.52,0,38.22,"Horsegram, spices",veg,1,0,0,0,0,1,0,0
Panchmel dal(1 bowl),462.35,111.22,10.71,4.63,5.36,0.75,3.2,11.86,23.05,"Five types of lentils, spices",veg,1,0,0,0,0,1,0,0
Dal dhokli(1 bowl),287.33,68.74,8.55,2.96,2.47,1.12,1.86,0,14.54,"Wheat flour, lentils, spices",veg,1,0,0,0,0,1,0,0
Gujarati handvo (1 bowl),865.12,207.09,31.86,8.24,4.8,2.51,4.95,1.93,68.21,"Lentils, rice, spices",veg,1,0,0,0,0,1,0,0
Sev (1 plate),2514.83,609.14,12.87,5.12,60.08,0.53,2.35,0,13.95,"Gram flour, spices, oil",veg,2,0,0,0,0,0,1,0
Papdi(1 plate),2919.2,708.96,12.89,1.83,72.11,0.31,0.56,0,6.06," Flour, oil, spices",veg,2,0,0,0,0,0,1,0
Jowar dosa(1 piece),1225.4,294.35,40.53,8.5,10.28,0.59,5.56,0,19.46,"Jowar flour, spices",veg,1,1,0,0,0,0,0,0
Bread roll(2 piece),1800.12,435.46,16.12,2.85,40.25,0.94,1.45,0,44.83,"Bread, potatoes, spices",veg,2,1,0,0,0,0,0,0
Soya seekh kebab(1 piece),478.89,115.05,10,5.4,5.88,0.51,2.24,0,15.67,"Soya, spices, skewers",veg,1,1,0,0,0,0,0,0
Classic seasoned black beans(1 cup),120.37,28.78,7.66,8.01,8.28,0.44,3.51,0,40.11,"Black beans, spices",veg,1,1,0,0,0,0,0,0
Maa chaane ki dal(1 bowl),1438.25,344.67,43.11,19.8,9.5,1.05,13.45,15.36,68.65,"Black lentils, chickpeas, spices",veg,0,0,0,0,0,1,0,0
Garlic chickpea soup(1 bowl),373.81,89.53,13.92,4.45,2.01,2.65,2.84,0,13.93,"Chickpeas, garlic, spices",veg,1,1,0,0,0,0,0,0
Classic italian pasta(1 plate),175.25,42.12,4.4,0.57,2.45,2.94,1.36,1.7,19.55,"Pasta, tomato sauce, cheese",veg,1,0,1,0,0,0,0,0
Pasta spinach (1 plate),353.28,85.46,1.76,1.76,7.9,1.04,0.86,9.34,58.57,"Pasta, spinach, cream",veg,1,0,1,0,0,0,0,0
Pasta cheese sauce(1 plate),621.76,149.26,9,4.33,10.84,4.22,0.14,22.22,152.68,"Pasta, cheese, milk",veg,1,0,0,1,0,0,0,0
Sponge cake (1 piece),1070.15,253.77,44.63,9.18,4.74,26.33,0.69,182.09,30.22,"Flour, sugar, eggs, butter",veg,0,0,0,0,1,0,0,0
Channa murmura premix(1 bowl),1418.79,339.09,72.59,10.59,3.28,1.52,8.21,0,21.36,"Channa, murmura, spices",veg,0,0,0,0,1,0,0,0
Cracked wheat and green gram dal premix (1 bowl),1515.28,362.16,64.75,15.89,5.11,0.63,11.66,0,49.03,"Cracked wheat, green gram dal, spices",veg,0,1,0,0,0,0,0,0
Rice flakes and roasted channa (1 cup),1394.99,333.4,71.94,10.57,2.94,1.31,8.84,0,17.23,"Rice flakes, roasted channa, spices",veg,0,0,0,0,0,0,1,0
Spinach soup in milk (1 bowl),237.33,56.72,3.98,2.89,3.2,3.34,0.79,0,106.1,"Spinach, milk, spices",veg,1,1,0,0,0,0,0,0
Vegetable soup(1 bowl),230.14,55.21,7.6,2.22,1.55,1.61,3.01,3.34,18.1,"Mixed vegetables, spices",veg,1,1,0,0,0,0,0,0
Mashed banana with milk(1 bowl),400.32,95.43,14.62,2.51,2.99,11.35,0.71,0,78.64,"Banana, milk",veg,1,1,0,0,0,0,0,0
Poha with curd (1 bowl),725.41,173.32,26.72,6.01,4.65,5.46,1.09,13.37,140.9,"Poha, curd",veg,1,1,0,0,0,0,0,0
Potato with curd(1 bowl),307.17,73.18,12.01,3.19,1.33,3.3,1.02,4.38,85.41,"Potato, curd",veg,1,1,0,0,0,0,0,0
Sweet wheat porridge (1 bowl),588.54,140.66,23.77,5.11,2.79,12.23,2.37,0,99.18,"Wheat, sugar, milk",veg,1,1,0,0,0,0,0,0
Vegetable khichdi(1 bowl),597.93,143.17,19.57,5.61,4.53,3.71,2.45,11.92,100.54,"Rice, lentils, vegetables, spices",veg,1,1,0,0,0,0,0,0
Moong dal mixture(1 bowl),671.92,158.84,33.93,4.62,1,24.68,1.9,2.38,70.53,"Moong dal, spices",veg,0,0,0,0,0,0,1,0
Cracked wheat khichri(1 bowl),699.3,167.45,22.35,7.56,5.52,3.79,3.74,14.62,123.04,"Cracked wheat, lentils, vegetables, spices",veg,1,1,0,0,0,0,0,0
Stewed apple(1 bowl),389.14,91.93,22.49,0.17,0.37,20.45,1.48,0,9.25,"Apple, sugar, cinnamon",veg,1,1,0,0,0,0,0,0
Lemon squash (1 glass),786.83,184.56,48.88,0.15,0.06,48.88,0,0,9.85,"Lemon, sugar, water",veg,0,0,0,0,1,0,0,0
Orange squash (1 glass),823.13,193.26,50.88,0.22,0.04,50.56,0.4,0,10.62,"Orange, sugar, water",veg,0,0,0,0,1,0,0,0
Lichi squash(1 glass),844.36,198.33,51.96,0.3,0.08,51.31,0.41,0,6.39,"Lichi, sugar, water",veg,0,0,0,0,1,0,0,0
Mango squash (1 glass),828.98,194.66,50.96,0.17,0.17,50.84,0.58,0,9.47,"Mango, sugar, water",veg,0,0,0,0,1,0,0,0
Pineapple squash (1 glass),830.51,195.02,51.34,0.16,0.05,51.08,1.06,0,7.96,"Pineapple, sugar, water",veg,0,0,0,0,1,0,0,0
Lemon and ginger squash (1 glass),725.38,170.34,44.06,0.54,0.21,42.53,1.07,0,11.18,"Lemon, ginger, sugar, water",veg,0,0,0,0,1,0,0,0
Apple jam (1 cup),802.5,188.79,48.56,0.14,0.32,46.76,1.29,0,10.84,"Apple, sugar, spices",veg,0,0,0,0,1,0,0,0
Plum jam (1 cup),760.58,178.89,46.2,0.31,0.19,45.25,1,0,7.5,"Plum, sugar",veg,0,0,0,0,1,0,0,0
Pineapple jam (1 cup),633.68,149.18,38.27,0.32,0.15,37.44,2.2,0,10.47,"Pineapple, sugar",veg,0,0,0,0,1,0,0,0
Guava jelly (1 cup),491.54,115.74,28.18,1.11,0.25,27.38,6.61,0,16.55,"Guava, sugar",veg,0,0,0,0,1,0,0,0
Orange marmalade (1 cup),441.8,104.17,25.94,0.66,0.13,25.09,1.97,0,17.59,"Orange, sugar",veg,0,0,0,0,1,0,0,0
Carrot murabba(1 cup),746.33,175.24,45.6,0.32,0.16,44.83,1.39,0,15.86,"Carrot, sugar, spices",veg,0,0,0,0,1,0,0,0
Gooseberry marmalade(1 cup),523.98,123.16,32.34,0.14,0.03,28.61,0,0,16.4,"Gooseberry, sugar",veg,0,0,0,0,1,0,0,0
Ginger candy (2 pieces),833.13,195.71,50.38,0.69,0.27,47.99,1.67,0,10.43,"Ginger, sugar",veg,0,0,0,0,1,0,0,0
Mango pickle (1 cup),804.06,192.12,8.11,1.6,17.89,1.79,3.68,0,48.97,"Mango, spices, oil",veg,1,0,0,0,0,1,0,0
Mixed vegetable pickle (1 cup),884.18,211.2,7.48,1.9,19.68,2.77,2.76,0,42.81,"Vegetables, spices, oil",veg,1,0,0,0,0,1,0,0
Sweet lemon pickle(1 cup),295.3,69.54,16.87,1.22,0.21,14.63,2.13,0,42.57,"Lemon, sugar, spices",veg,1,0,0,0,0,1,0,0
Plum chutney (1 cup),752.29,177.11,44.95,0.47,0.29,43.9,1.37,0,12.38,"Plum, sugar, spices",veg,0,0,0,0,0,1,0,0
Raw mango chutney (1 cup),821.22,193.13,49.94,0.51,0.16,45.22,2.17,0,25.92,"Raw mango, spices",veg,0,0,0,0,0,1,0,0
Home made plain noodles(1 bowl),997.04,238.78,44.5,6.21,3.56,1.07,1.65,0,12.27,"Flour, water, salt",veg,1,0,0,1,0,0,0,0
Dal moong(1 cup),181.89,43.69,4.92,2.2,1.62,0.13,1.08,3.55,7.69,"Moong dal, spices",veg,1,0,0,0,0,1,0,0
Cumin seeds baghar (1 bowl),3034.92,736.81,5.22,3.34,78.77,0.49,6.01,189.23,177.77,"Cumin seeds, oil",veg,2,0,0,0,0,1,0,0
Onion tomato baghar (1 bowl),568.02,137.52,6.17,1.26,11.98,3.51,2.12,29.17,20.45,"Onion, tomato, spices, oil",veg,1,0,0,0,0,1,0,0
Mustard seeds baghar(1 bowl),2278.85,552.59,10.45,4.73,54.3,1.14,9.74,130.57,182.93,"Mustard seeds, oil",veg,2,0,0,0,0,1,0,0
Apple jelly (1 piece),647,152.13,39.37,0.1,0.21,38.18,0.86,0,7.89,"Apple, sugar",veg,0,0,0,0,1,0,0,0
Marmalade(1 cup),612,143.76,37.64,0.23,0.04,37.29,0.43,0,9.84,"Fruit, sugar",veg,0,0,0,0,1,0,0,0
Plum squash(1 glass),899.28,211.17,55.51,0.16,0.1,55.02,0.52,0,6.9,"Plum, sugar, water",veg,0,0,0,0,1,0,0,0
Lemon green chilli pickle(1 cup),59.11,14.07,2.14,0.85,0.24,1,1.07,0,20.05,"Lemon, green chilli, spices, oil",veg,1,0,0,0,0,1,0,0
Brinjal pickle (1 cup),581.75,139.01,4.23,2.24,12.98,1.07,4.62,0,37.28,"Brinjal, spices, oil",veg,1,0,0,0,0,1,0,0
Sweet and sour tomato pickle (1 cup),255.43,60.88,6.55,1.26,3.24,4.31,2.2,0,15.18,"Tomato, sugar, spices",veg,1,0,0,0,0,1,0,0
Jhatpat achar with carrot (1 cup),381.7,91.21,6.32,1.98,6.55,3.04,5.08,0,54.31,"Carrot, spices, oil",veg,1,0,0,0,0,1,0,0
Tomato chutney (1 cup),745.43,176.07,31.85,0.97,6.01,30.02,1.49,0,25.34,"Tomato, spices, sugar",veg,0,0,0,0,0,1,0,0
Bengal 5 Spice Blend (1 cup),1212.52,289.79,20,18.26,22.16,1.4,18.4,0,523,"Cumin, mustard, fenugreek, fennel, nigella seeds",veg,3,0,0,0,0,0,0,1
Balu shahi(1 piece),1500,225.67,60.1,3.9,20,15,0.5,40,12.1,"Flour, sugar, ghee",veg,0,0,0,0,1,0,0,0
Boondi(1 plate),1800,200.09,65,6.01,25,12,0.3,30,25.2,"Gram flour, sugar",veg,0,0,0,0,1,0,0,0
Gajar ka halwa(1 cup),1200,150.88,42.1,3.2,16,20,1.5,45,80.1,"Carrot, milk, sugar, ghee",veg,0,0,0,0,1,0,0,0
Gulab jamun(1 piece),600,150.1,50.1,2.9,10,25,0.2,50,100.2,"Khoya, sugar syrup",veg,0,0,0,0,1,0,0,0
Jalebi(2 pieces),480,350.77,42.1,0.9,8,30,0.3,10,4,"Flour, sugar syrup",veg,0,0,0,0,1,0,0,0
Kaju katli(2 pieces),520,450.42,22.9,6.5,12,18,0.2,0,40.1,"Cashews, sugar",veg,1,0,0,0,1,0,0,0
Kalakand(1 piece),550,350.62,30.1,7.2,15,22,0.8,20,120.4,"Milk, sugar",veg,0,0,0,0,1,0,0,0
Aloo gobi(1 plate),600,150.23,15,1.5,6,2,2.5,0,25.2,"Potato, cauliflower, spices",veg,1,0,0,0,0,1,0,0
Aloo tikki(1 plate),700,200.99,25,3,10,3,2,0,10.2,"Potato, spices",veg,1,0,0,0,0,1,0,0
Aloo matar(1 plate),700,180.34,20,3.8,8,2.5,2.5,0,20.1,"Potato, green peas, spices",veg,1,0,0,0,0,1,0,0
Aloo methi(1 plate),650,120.65,15,3.2,7,2,2.8,0,45.1,"Potato, fenugreek leaves, spices",veg,1,0,0,0,0,1,0,0
Aloo shimla mirch(1 plate),580,140.44,15,2.6,8,2,2.5,0,14,"Potato, capsicum, spices",veg,1,0,0,0,0,1,0,0
Bhatura(2 pieces),1200,230.12,45,4.9,12,1.5,1,5,20.8,"Flour, yogurt, oil",veg,1,0,0,0,0,1,0,0
Bhindi masala(1 plate),750,170.23,10,1.9,10,2,2.5,0,40.1,"Ladyfinger, spices, oil",veg,1,0,0,0,0,1,0,0
Biryani(1 plate),1250,750.5,55,8.1,15,1,1.2,50,30.1,"Rice, ,carrot,onion,beans,potato,tomato,vegetables, spices",veg,0,0,1,0,0,0,0,0
Butter chicken(1 plate),1100,490.88,8.2,11.8,20,2,0.8,110,50.8,"Chicken, butter, cream, spices",non veg,1,0,0,0,0,1,0,0
Chana masala(1 plate),800,180.88,35.1,8.9,6,3,3,0,44.2,"Chickpeas, spices, tomato",veg,1,0,0,0,0,1,0,0
Chapati(1 piece),300,120.12,20,8.1,1.5,0.5,2,0,20.1,"Whole wheat flour, water, salt",veg,1,0,0,1,0,0,0,0
Chicken razala(1 plate),1200,400,6,13,22,1,0.8,85,25.1,"Chicken, yogurt, spices",non veg,1,0,0,0,0,1,0,0
Chicken Tikka masala(1 plate),800,450.23,12,14.9,18,1.5,0.5,85,40,"Chicken, spices, tomato gravy",non veg,1,0,0,0,0,1,0,0
Chicken Tikka(1 plate),500,390.66,5,16.2,12,0.5,0.5,80,24.1,"Chicken, yogurt, spices",non veg,1,0,0,0,0,1,0,0
Chole bhature(2 piece bhatura/1 cup chole),1600,450.54,60,8.9,20,3.5,3,20,50.1,"Chickpeas, spices, bhature",veg,0,0,0,1,0,0,0,0
Daal baati churma(1 plate),1800,750.9,70.1,10.5,30,8,4,0,40.1,"Lentils, wheat balls, ghee, sugar",veg,0,0,0,0,0,1,0,0
Daal puri(1 plate),500,300.9,45,8.5,15,3,2.5,10,30.1,"Lentils, flour, spices",veg,1,0,0,0,0,1,0,0
Dal makhani (1 plate),800,390.89,25,7.9,14,11.5,3,20,60.2,"Black lentils, butter, cream",veg,1,0,0,0,0,1,0,0
Dal tadka(1 plate),600,249.89,20,6.9,8,1,2.5,၀,40.5,"Lentils, spices, ghee",veg,1,0,0,0,0,1,0,0
Dum aloo(1 plate),900,235.12,20,3.9,10,3,2.8,0,29.2,"Potatoes, spices, yogurt",veg,1,0,0,0,0,1,0,0
Poha(1 plate),750,150.88,30,4.5,5,1,1.5,0,14.9,"Flattened rice, spices, peanuts",veg,1,1,0,0,0,0,0,0
Fara(1 plate),450,150.9,45,5.8,4,0.5,1.2,0,20.1,"Rice flour, lentils, spices",veg,1,1,0,0,0,0,0,0
Kachori(1 piece),600,240.89,35.2,5.9,15,2,1,10,14.8,"Flour, lentil stuffing, spices",veg,1,0,0,0,0,0,1,0
Kadai paneer(1 plate),1200,360.18,15,11.2,18,1.5,2,40,120.1,"Paneer, bell peppers, spices",veg,1,0,0,0,0,1,0,0
Kadhi pakoda(1 plate),850,200.11,20.1,5.4,12,3,1.5,10,60.2,"Gram flour, yogurt, spices",veg,1,0,0,0,0,0,1,0
Karela bharta(1 plate),500,145.92,6,2.7,5,1,3,0,29.8,"Bitter gourd, spices",veg,1,0,0,0,0,1,0,0
Khichdi(1 plate),950,220.1,50,7.3,6,0.5,2,0,20.1,"Rice, lentils, vegetables",veg,0,1,0,0,0,0,0,0
Kofta(1 plate),1000,320.8,25,10.1,15,1.5,1.8,20,49.5,"Grated vegetables , spices",veg,1,0,0,0,0,1,0,0
Kulfi falooda(1 glass),1200,320.9,50,3.5,10,25,0.5,20,150.2,"Milk, vermicelli, sugar",veg,0,0,0,0,1,0,0,0
Lauki ke kofte(1 plate),750,250,12,4.7,12,2,2,15,30.2,"Bottle gourd, spices",veg,1,0,0,0,0,1,0,0
Lauki ki subji(1 plate),400,175.12,6,1.8,5,1,2.8,0,21.1,"Bottle gourd, spices",veg,1,0,0,0,0,1,0,0
Litti chokha(1 plate),700,390.8,50,5.4,8,1,3.5,0,30.2,"Wheat balls, brinjal, spices",veg,0,0,0,0,0,1,0,0
Makki di roti sarson da saag(1 plate),1800,400.45,60,7,15,2,6,0,149.8,"Corn flour bread, mustard greens",veg,0,0,0,0,0,1,0,0
Misi roti(2 pieces),500,172.55,35,8.3,6,1.5,3,0,25.1,"Gram flour, whole wheat flour, spices",veg,1,0,0,1,0,0,0,0
Mushroom do pyaza(1 plate),850,170.12,12,3.8,10,2,2.5,0,14.9,"Mushrooms, onion, spices",veg,1,0,0,0,0,1,0,0
Mushroom matar(1 plate),800,170.6,15,4.9,8,2.5,3,0,20.1,"Mushrooms, green peas, spices",veg,1,0,0,0,0,1,0,0
Naan(1 piece),600,200.66,35,7.9,6,1.5,1.5,5,39.8,"Flour, yogurt, yeast",veg,1,0,0,1,0,0,0,0
Navrattan korma(1 plate),800,400.12,30.1,5.8,15,6,2.5,40,59.8,"Vegetables, cream, nuts",veg,1,0,0,0,0,1,0,0
Palak paneer(1 plate),1100,260.12,12,10.9,14,1.5,2,50,240.1,"Spinach, paneer, spices",veg,1,0,0,0,0,1,0,0
Paneer butter masala(1 plate),1200,460.12,18,11.6,20,3,2,60,140.9,"Paneer, butter, tomato gravy",veg,1,0,0,0,0,1,0,0
Paneer tikka masala(1 plate),1250,380,18,13.2,18,1.5,1.8,55,138.5,"Paneer, yogurt, spices",veg,1,0,0,0,0,1,0,0
Pani puri(1 plate),500,300.11,40,2.4,12,2,1,0,9.8,"Semolina, tamarind water, spices",veg,1,0,0,0,0,0,1,0
Panjeeri(1 plate),700,320.25,35,7.4,25,15,0.5,15,29.7,"Wheat flour, ghee, sugar",veg,0,0,0,0,0,0,1,0
Papad(1 piece),150,40.12,7,7,0.5,0.2,1,0,35.5,"Lentil flour, spices",veg,1,0,0,0,0,0,1,0
Paratha(1 piece),600,200.12,35,6,10,1,1.5,5,14.8,"Whole wheat flour, ghee",veg,1,0,0,1,0,0,0,0
Pattor(1 plate),800,150.12,22,5,8,3,1,0,39.8,"Colocasia leaves, gram flour, spices",veg,1,0,0,0,0,1,0,0
Pindi chana(1 plate),600,220.45,30.1,9,8,2,3.2,0,49.8,"Chickpeas, spices",veg,1,0,0,0,0,1,0,0
Rajma chaval(1 plate),1100,350.35,60.2,9,6,2.5,4.5,0,29.7,"Red kidney beans, spices, rice",veg,0,0,0,0,0,1,0,0
Rongi(1 plate),600,175.11,35,6.9,5,1,3,0,29.3,"Black-eyed peas, spices",veg,1,0,0,0,0,0,1,0
Samosa(1 piece),700,220.99,35,5.4,15,1.5,1.5,10,20.1,"Flour, potato filling, spices",veg,1,0,0,0,0,0,1,0
Sattu ki roti(1 piece),500,190.08,40,7.4,7,0.5,2,0,24.6,"Sattu flour, water, spices",veg,1,0,0,1,0,0,0,0
Shahi paneer(1 plate),1200,450.22,18,3.8,20,3,2,60,150.1,"Paneer, cream, nuts",veg,1,0,0,0,0,1,0,0
Shahi tukra(1 cup),750,290.01,55,4.5,12,28,0.5,20,120.5,"Bread, milk, sugar",veg,0,0,0,0,1,0,0,0
Vegetable jalfrezi(1 plate),800,220.06,18,3.9,10,2.5,2.5,0,29.55,"Mixed vegetables, spices",veg,1,0,0,0,0,1,0,0
Tandoori Chicken(1 plate),700,245.85,4,18.1,12,0.5,0.5,90,0.1,"Chicken, yogurt, spices",non veg,1,0,0,0,0,1,0,0
Tandoori Fish Tikka(1 plate).,500,220.12,4,19.6,8,0.5,0.5,85,50,"Fish, yogurt, spices",non veg,1,0,0,0,0,1,0,0
Attu(2 pieces),450,120.12,20,5.8,5,0.5,1,0,25,"Gram flour, spices",veg,1,1,0,0,0,0,0,0
Avial(1 plate),600,220.12,12.2,3.8,10,1,2,0,40,"Mixed vegetables, coconut, yogurt",veg,1,0,0,0,0,1,0,0
Bisi bele bath(1 plate),900,320.45,50.1,5.9,8,1.5,2,0,19.8,"Rice, lentils, tamarind, spices",veg,0,0,1,0,0,0,0,0
Currivepillai sadam (1 plate),850,250.08,60.8,4.9,6,1,1.5,0,30.2,"Rice, curry leaves, spices",veg,0,0,1,0,0,0,0,0
Dosa(1 piece),400,170.08,30.1,3.8,6,1,1.5,0,15.1,"Rice batter, lentils",veg,1,1,0,0,0,0,0,0
Idiappam(1 piece),250,120,45.2,2.8,1,0.5,0.5,0,10.2,"Rice flour, water",veg,1,1,0,0,0,0,0,0
Idli(1 piece),150,70.05,15.1,2.9,0.5,0.2,0.5,0,20.1,Fermented rice and lentil batter,veg,1,1,0,0,0,0,0,0
Kanji(1 bowl),500,150.9,25.5,2.5,1,0.5,1,0,4.9,"Rice water, salt",veg,1,0,1,0,0,0,0,0
Kaara kozhambu(1 bowl),850,250,10.1,4.8,8,1,2,0,25.1,"Tamarind, spices, vegetables",veg,1,0,1,0,0,0,0,0
Keerai kootu(1 plate),800,170.8,8.5,3.9,6,0.5,2,0,60.1,"Spinach, coconut, lentils",veg,1,0,1,0,0,0,0,0
